Data,ETF,Importo,Prezzo,Quantità
2025-07-01,SPY5L,0.0797,50.21
2025-08-01,SPY5L,0.0781,49.17
2025-08-01,SWDA.L,0.565,50.00
2025-08-01,NSQE.DE,0.240,25.00
